N°,Área,Fecha,Personal de dirección,Empresa,Nombre de Empresa o Contrata ,1. Los líderes realizan actividades para fortalecer el compromiso de los trabajadores con la seguridad.,"2. Las medidas correctivas establecidas como resultado de auditorías, fiscalizaciones e inspecciones se cumplen dentro del plazo programado.",3.Las normas de seguridad son respetadas de la misma forma por personal propio y contratistas.,4.Los líderes demuestran comportamientos seguros en su día a día.,5.Los líderes se involucran en las actividades de seguridad.,"6. Los líderes cumplen las normas, estándares y procedimientos de seguridad y salud ocupacional.",7. Los líderes gestionan oportunamente las necesidades o requerimientos de seguridad.,8.  Los líderes supervisan la integración de la seguridad al proceso productivo en las labores diarias.,9.Los líderes corrigen las condiciones inseguras en campo.,"10.Aplico mi derecho a decir que ""No"", cuando es necesario.",11. Detengo mi tarea cuando surge un riesgo que no puedo controlar.,12. Me coloco los equipos de protección personal completos al iniciar una tarea.,"13. Los líderes involucran a los trabajadores en la revisión del IPERC (Identificación de peligros, evaluación de riesgos y controles).",14.En esta empresa se reportan los actos y condiciones subestándar.,15. Todos los estándares y procedimientos son cumplidos sin distinción por el personal propio y contratista.,"16.Los líderes mantienen informados a sus trabajadores en relación a cambios, logros, actividades en general.",17. Puedo hablar con mi superior abiertamente sobre temas de seguridad.,18.El líder comunica avances de la gestión del área y escucha inquietudes de su equipo.,19.Los valores corporativos son entendidos por los trabajadores.,20.Los empleados disponen de buzón u otro mecanismo para plantear ideas y sugerencias para mejorar la seguridad.,21. El comité de seguridad y salud ocupacional mantiene informados a los trabajadores sobre sus actividades.,22. Existen mecanismos efectivos para que los trabajadores propongan mejoras de seguridad en las operaciones.,23.La empresa aplica reconocimientos por desempeño seguro.,"24.Cuando se evidencia el incumplimiento de una norma, se aplican sanciones de acuerdo con el reglamento interno de trabajo.",25.La empresa evalúa el desempeño en seguridad.,26.La capacitación anual obligatoria de seguridad y salud ocupacional que brindan en mi área es efectiva.,27.El comité de seguridad y salud en el trabajo tiene participación en propuestas de mejora.,"28.La empresa realiza mejoras a su infraestructura, herramientas, equipos de trabajo de acuerdo con requerimientos identificados.","29.¿Has identificado los peligros, riesgos y controles a los que está expuesto en casa, los compartes con tu familia?",COMENTARIOS
131,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,3,4,4,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,4,
132,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,4,3,4,4,4,4,4,4,5,5,4,5,4,4,4,4,4,3,4,3,3,3,3,4,3,4,3,2,3,
133,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,3,4,4,5,4,3,4,4,3,4,4,5,4,2,3,4,4,3,3,2,1,2,3,3,3,3,2,1,3,
134,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,4,3,5,3,4,5,4,5,5,5,4,5,3,4,4,5,4,3,4,3,4,3,4,2,3,3,4,4,3,
135,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,4,3,4,4,4,3,4,3,4,5,3,4,3,4,4,4,4,4,3,3,3,3,4,3,4,3,3,4,4,
136,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,4,3,3,3,3,3,3,2,3,3,3,3,3,4,3,3,3,4,3,5,3,3,3,3,1,3,2,3,3,
137,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,5,5,4,4,4,3,3,3,3,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,
138,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,4,4,5,4,4,4,4,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,
139,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,
140,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,5,5,4,5,4,5,5,5,
141,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
142,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
143,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,5,4,4,5,5,5,
144,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,4,3,3,4,4,4,3,4,4,5,4,5,5,4,4,5,4,4,3,3,3,4,4,4,3,3,3,3,3,
145,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,3,3,2,4,3,2,2,3,2,4,4,5,1,2,3,3,4,3,4,2,1,2,1,3,2,2,2,3,4,
146,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,2,2,2,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,1,3,1,3,3,3,3,3,3,4,Mejorar las propuestas de bienestar delos rrabajadores
147,Mina,12/04/2025,Colaboradores,Empresa contratista,Aesa,3,2,4,3,4,4,3,4,3,4,3,5,4,4,4,4,4,4,2,3,3,3,3,4,3,3,3,2,4,
148,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,2,3,2,2,2,2,3,2,3,3,4,3,3,2,3,3,3,2,2,3,2,3,3,2,2,3,2,4,
149,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,4,2,2,3,2,2,2,1,2,4,3,5,4,5,4,5,3,3,2,4,2,4,4,4,2,3,3,3,1,
150,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,1,5,2,2,3,4,4,4,3,4,2,2,5,5,3,3,3,4,4,4,2,2,3,2,3,3,3,4,
151,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,3,5,5,4,4,4,4,5,5,5,5,3,3,4,4,4,4,5,4,4,5,5,5,5,5,5,5,5,
152,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,3,4,4,4,4,4,4,4,4,5,5,5,5,4,4,5,3,3,3,3,4,3,4,4,4,3,3,3,5,
153,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,3,3,4,4,4,4,4,4,3,3,3,5,3,3,4,3,3,3,4,2,3,3,3,4,3,3,3,3,4,
154,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,3,3,4,4,4,3,3,4,4,5,5,5,4,3,3,4,5,4,4,3,4,3,3,4,4,2,3,2,4,
155,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,3,3,2,2,2,2,2,4,2,3,5,5,5,2,2,4,5,4,5,4,3,3,3,3,3,4,2,2,5,
156,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,3,3,4,3,4,4,4,4,3,4,5,5,5,4,4,4,4,4,4,3,4,2,4,3,3,4,3,4,5,
157,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,3,4,3,3,4,4,3,4,4,5,4,5,4,4,4,4,4,4,3,3,2,3,3,4,4,4,4,3,3,
158,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,2,2,2,3,3,3,2,3,5,5,5,3,2,3,2,3,3,4,4,3,3,4,3,3,3,3,3,5,
159,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,4,3,3,4,3,2,3,4,3,4,5,5,4,4,4,3,3,2,3,4,3,3,4,2,3,4,3,2,5,
160,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,3,3,2,3,3,2,3,3,2,4,4,5,4,5,4,4,5,4,4,3,4,4,4,4,3,3,3,2,4,
161,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,4,4,4,3,4,3,3,4,5,5,5,5,5,5,4,4,4,4,4,5,5,5,4,4,5,5,4,4,4,
162,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,1,3,1,1,1,2,2,1,2,3,5,1,2,3,1,2,2,3,1,2,2,1,4,3,3,2,1,4,
163,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,3,3,2,1,2,3,2,3,3,2,4,5,4,4,4,3,3,3,3,2,1,3,2,5,3,1,3,1,3,
164,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,2,3,2,3,3,3,3,3,4,4,5,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,Que los supervisores lleven curso de liderazgo y psicologia laboral 
165,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,3,2,4,4,4,4,3,3,3,5,5,5,4,5,4,4,4,4,4,3,3,4,3,5,4,4,3,3,5,
166,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,4,5,4,5,4,5,5,4,4,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,5,5,4,5,5,
167,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,2,4,2,2,2,2,2,2,5,5,5,5,4,3,2,2,3,2,2,1,2,3,4,2,3,1,2,5,El peligro esta en todos lados es importante la informacion y experiencia
168,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,3,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,En una auditoria deberia ser todo transparente no ocultar condiciones de trabajo
169,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,4,3,4,4,4,5,4,4,3,5,4,4,4,4,4,4,5,4,4,4,4,3,4,4,5,4,4,5,5,Hacer seguimiento estricto a los supervisores que cumplan los procedimientos 
170,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,4,3,4,4,4,3,3,4,5,5,5,4,5,5,5,5,4,5,1,3,1,4,5,5,2,2,3,3,Por mi parte solicito mas visitas del área de seguridad al area linea amarilla 
171,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,2,4,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,4,3,3,4,2,5,2,5,3,2,5,
172,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,3,3,3,3,2,2,3,3,2,4,4,5,3,3,3,3,3,3,4,3,3,4,2,4,4,4,3,3,4,
173,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,3,3,3,3,3,2,3,3,4,5,5,4,4,4,3,3,3,4,3,3,3,2,3,2,3,2,2,5,
174,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,1,1,3,4,1,1,1,3,1,4,5,5,5,2,2,2,2,3,4,3,2,2,1,1,2,2,3,2,2,
175,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,3,3,3,2,4,3,4,3,4,3,4,3,4,3,3,3,3,4,3,4,3,4,3,4,3,3,4,3,
176,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,3,2,3,3,3,3,3,3,3,2,3,5,4,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,3,
177,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,3,2,3,3,3,4,4,4,4,4,4,3,3,3,4,4,3,3,4,4,4,4,4,4,3,4,3,4,3,
178,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,2,2,3,2,2,2,3,2,3,3,5,3,3,3,3,3,3,2,3,2,3,2,3,3,3,2,3,2,mas compromiso en seguridad 
179,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,3,2,2,3,2,3,2,2,2,2,2,2,3,3,2,2,2,3,2,3,2,2,2,2,2,3,2,5,
180,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,2,3,3,3,3,3,1,2,4,4,3,3,3,3,3,3,3,4,1,3,2,1,3,2,2,3,3,5,
181,Mina,12/04/2025,Colaboradores,Empresa contratista,Aesa,2,2,3,2,3,3,3,3,2,2,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,
182,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,2,1,1,2,1,2,2,2,2,3,2,3,5,2,2,2,1,2,2,3,2,1,1,3,1,2,1,1,
183,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,1,1,1,1,1,1,1,1,1,1,5,5,5,4,4,4,2,2,2,2,2,2,2,1,1,1,2,2,5,
184,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,1,3,3,2,3,2,2,2,2,3,2,3,4,4,3,3,1,2,2,3,3,3,3,2,2,2,2,3,3,
185,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,3,2,
186,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,3,2,2,3,2,2,3,4,5,5,5,4,3,3,2,5,1,3,2,3,2,2,3,4,2,3,1,5,
187,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,3,4,5,4,4,4,3,3,4,5,5,5,4,4,5,4,4,4,3,3,4,3,2,4,3,3,4,4,5,
188,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,3,2,2,3,3,3,2,3,3,3,4,5,4,4,4,3,4,3,4,3,4,4,3,3,3,4,3,2,4,
189,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,2,3,2,1,2,2,3,4,2,2,5,1,3,2,3,2,1,3,1,2,3,2,3,2,3,2,2,5,
190,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,2,3,2,2,2,1,1,2,4,4,4,4,3,2,2,2,3,3,2,2,3,2,3,2,3,3,2,2,Mejorar en capacitación
191,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,1,2,1,2,2,1,1,1,2,2,2,2,2,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,
192,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,3,3,4,4,2,3,3,3,3,5,3,5,5,4,4,5,3,4,4,3,3,3,4,4,4,4,4,4,5,
193,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,4,5,4,4,4,4,4,5,5,5,5,4,5,5,2,4,2,3,4,4,2,5,4,4,4,4,4,5,Siempre evaluamos los riesgos 
194,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,1,3,3,4,4,3,3,2,5,5,5,5,4,3,3,3,2,3,3,3,3,1,2,2,3,2,3,5,
195,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,4,4,3,4,4,4,3,4,3,5,5,5,5,5,5,4,5,4,5,4,4,4,3,4,5,5,4,4,5,
196,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,1,1,1,2,3,5,5,5,3,3,5,5,5,5,4,5,5,3,3,3,3,3,3,3,3,3,3,3,
197,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,3,4,3,3,2,2,3,2,5,5,5,2,5,3,2,3,2,4,2,3,2,3,4,4,3,3,3,4,
198,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,5,3,2,2,2,3,3,3,1,5,5,5,4,5,4,2,3,4,3,1,4,4,1,3,2,3,3,2,4,
199,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,3,3,4,3,2,3,2,3,2,4,4,5,5,4,4,4,4,3,4,3,2,2,3,3,3,4,3,4,5,
200,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,3,3,3,5,4,5,4,5,3,5,5,3,5,5,4,5,5,5,4,5,5,4,5,2,2,2,2,2,5,Capacitaciones
201,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,2,2,2,3,2,2,4,4,5,5,5,3,2,2,2,4,2,2,3,2,2,2,2,2,2,2,2,5,
202,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,,2,
203,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,
204,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,4,3,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,5,4,4,4,3,3,4,4,4,4,5,
205,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,5,5,5,5,5,4,4,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
206,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,4,3,4,4,5,4,4,4,1,5,5,4,5,5,5,5,4,5,4,2,5,5,5,5,5,4,5,5,
207,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,2,2,3,3,2,2,2,2,4,5,5,5,5,5,3,2,2,2,2,3,2,2,2,2,2,3,2,5,
208,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,2,2,3,3,2,2,2,2,4,5,5,5,5,5,3,2,2,2,2,2,2,3,2,2,2,3,2,2,
209,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,3,3,3,3,3,3,3,3,3,3,3,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
210,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,1,2,3,3,2,2,2,3,4,3,2,3,2,4,4,4,4,3,2,1,2,2,4,3,4,4,4,3,3,
211,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,2,3,2,3,3,2,2,3,4,4,5,3,5,5,2,4,3,3,1,4,3,2,3,2,2,4,3,3,
212,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,3,4,4,4,4,4,3,4,4,5,4,5,3,4,3,3,4,2,3,3,2,3,4,4,3,4,3,3,5,
213,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,2,2,2,2,2,2,2,2,5,5,5,2,2,2,2,2,2,2,1,2,2,2,3,2,2,2,2,5,
214,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
215,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,3,3,3,4,3,3,4,4,4,5,5,5,4,4,3,4,4,3,4,3,3,3,3,4,3,3,3,3,4,
216,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,2,1,2,3,2,3,3,5,3,5,5,5,5,5,5,2,2,3,4,1,2,1,1,5,5,1,1,1,2,
217,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,4,4,4,5,2,3,3,3,4,5,2,5,5,4,4,2,2,2,4,1,2,3,1,2,2,1,1,1,1,
218,Mina,12/04/2026,Colaboradores,Empresa contratista,Aesa,1,1,4,2,4,4,2,3,3,5,5,5,3,5,5,5,5,3,5,5,5,3,1,5,1,2,2,3,5,
219,SSOMA,13/04/2026,Colaboradores,TItular minero,Raura,4,4,5,4,4,4,5,5,4,4,4,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,4,"Los productos de limpieza que tenemos almacenados y estan al alcance de los niños, ello puede generar quiza una intoxicación, por ello como control estamos optando guardar por precintos de seguridad o buscar un lugar mas adecuado "
220,SSOMA,13/04/2026,Colaboradores,Empresa contratista,EESAC,4,4,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,5,5,4,4,La seguridad es un compromiso con coraje en el cual todos debemos involucrarnos
221,SSOMA,13/04/2026,Colaboradores,Empresa contratista,EESAC,3,3,3,4,3,3,3,4,2,4,4,5,2,5,4,5,3,3,3,3,4,4,3,3,2,2,2,2,5,Involucrar a todos los miembros incluyendo a los mas pequeños para que puedan aprender y colaborar en la prevención en casa
222,SSOMA,13/04/2026,Supervisores,TItular minero,Raura,4,5,4,4,5,5,4,4,5,5,5,5,5,5,4,4,5,5,4,3,4,4,4,4,4,4,5,4,5,
223,SSOMA,13/04/2026,Colaboradores,TItular minero,Raura,2,3,2,2,2,2,2,3,2,4,5,5,3,3,2,3,3,3,4,3,3,2,2,3,4,4,3,2,2,En casa si dando soluciones comunes  pero lo mas complicado con tecnicos
224,Mina,13/04/2026,Colaboradores,TItular minero,Raura,4,3,3,4,4,4,4,4,4,5,5,5,3,3,3,4,4,4,4,4,5,4,3,4,4,4,4,4,3,Bajar corriendo las escaleras una vez identificado el riesgo evitarlo
225,Mina,13/04/2026,Supervisores,TItular minero,Raura,3,4,4,5,4,5,5,4,5,4,5,5,5,3,5,5,4,4,3,4,4,5,3,4,3,4,4,4,5,Siempre en casa se realizan los trabajos con seguridad
226,Mantenimiento ,13/04/2026,Supervisores,Empresa contratista,Confipetrol,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,Clasificación de residuos y como actuar en caso de sismos
227,Mantenimiento ,13/04/2026,Supervisores,Empresa contratista,Confipetrol,3,3,4,4,3,4,3,3,4,5,4,5,4,5,4,4,4,4,4,3,4,3,3,4,4,4,4,3,4,En temblores tenemos rutas de evacuación
228,Mantenimiento ,13/04/2026,Colaboradores,Empresa contratista,Confipetrol,4,4,4,4,4,4,3,4,4,5,4,5,4,5,4,4,4,4,4,5,4,4,5,4,4,4,4,3,3,
229,Mantenimiento ,13/04/2026,Supervisores,Empresa contratista,Confipetrol,4,4,3,4,4,4,3,4,4,4,5,5,3,4,3,3,4,4,5,4,4,4,3,5,4,4,4,4,3,Manipulacion de gases y productos quimicos
230,Mantenimiento ,13/04/2026,Colaboradores,Empresa contratista,Confipetrol,4,4,4,5,5,5,5,4,4,5,5,5,4,5,4,4,4,5,4,4,3,4,4,3,3,4,4,3,4,
231,Mantenimiento ,13/04/2026,Colaboradores,Empresa contratista,Confipetrol,3,4,4,4,4,3,3,4,4,4,5,5,4,5,5,5,4,4,4,4,4,5,5,5,5,5,4,5,5,
232,Mantenimiento ,13/04/2026,Colaboradores,Empresa contratista,Confipetrol,4,4,4,4,5,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Se vigila cuando los pequeños hacen uso de un artefacto
233,Mantenimiento ,13/04/2026,Colaboradores,Empresa contratista,Confipetrol,4,4,5,4,4,4,4,4,4,5,4,5,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,3,3,
234,Mantenimiento ,13/04/2026,Asistentes,Empresa contratista,Confipetrol,4,5,4,4,4,5,5,5,5,5,5,4,5,5,4,4,5,4,4,5,4,5,5,5,4,5,4,5,5,
235,Mantenimiento ,13/04/2026,Colaboradores,Empresa contratista,Confipetrol,4,4,3,4,4,4,4,4,3,5,4,5,5,5,5,5,4,4,4,4,5,4,4,4,4,5,4,5,5,
236,Mantenimiento ,13/04/2026,Ingenieros,Empresa contratista,Confipetrol,4,5,4,4,4,4,4,4,4,4,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,
237,Mantenimiento ,13/04/2026,Superintendentes,Empresa contratista,Confipetrol,5,4,3,5,5,5,4,4,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,5,Instalción de camaras de seguridad
238,Mantenimiento ,13/04/2026,Ingenieros,Empresa contratista,Confipetrol,4,4,3,4,5,3,4,4,4,3,4,5,5,5,5,5,3,4,4,4,4,2,1,2,4,3,3,3,4,Lo prendido lo aplico en mi hogar 
239,Mantenimiento ,13/04/2026,Colaboradores,Empresa contratista,Confipetrol,4,4,4,3,4,3,4,4,3,3,3,5,4,4,3,3,3,3,4,2,3,3,2,4,3,4,3,3,5,
240,Mantenimiento ,13/04/2026,Superintendentes,TItular minero,Raura,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
241,Mantenimiento ,13/04/2026,Supervisores,TItular minero,Raura,5,5,5,5,5,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,
242,Mantenimiento ,11/04/2026,Jefe de área,TItular minero,Raura,5,4,5,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,5,
243,Mantenimiento ,12/04/2026,Colaboradores,TItular minero,Raura,4,4,4,5,4,4,4,4,5,3,4,4,4,4,4,5,5,4,4,4,4,4,5,4,4,4,4,4,5,Mejorar le trabajo en seguridad
244,Mantenimiento ,12/04/2026,Jefe de área,TItular minero,Raura,4,4,3,4,4,4,3,4,4,4,4,4,5,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,4,
245,Mantenimiento ,12/04/2026,Colaboradores,TItular minero,Raura,3,4,4,4,3,4,4,4,3,4,4,5,3,4,5,3,5,4,4,4,4,4,4,5,4,4,4,3,3,En el área reforzar el programa Reconocimiento 
246,Mantenimiento ,12/04/2026,Colaboradores,TItular minero,Raura,4,4,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,4,4,4,
247,Mantenimiento ,11/04/2026,Colaboradores,TItular minero,Raura,4,5,4,5,4,4,4,5,5,5,5,5,5,4,4,4,5,5,4,3,4,4,3,4,3,5,4,4,4,Promover campañas de Seguridad y respeto 
248,Mantenimiento ,11/04/2026, Jefe de zona,TItular minero,Raura,4,4,4,4,4,5,4,4,4,5,5,5,4,5,5,4,5,5,4,5,4,4,4,3,5,4,4,4,4,Esta encuesta es buena licenciada para medir la percepción del trabajador 
249,Mantenimiento ,11/04/2026,Colaboradores,TItular minero,Raura,4,3,4,4,3,4,3,4,4,3,4,4,4,4,4,3,4,5,3,4,3,4,4,4,4,5,3,3,4,
250,Mantenimiento ,11/04/2026,Jefe de área,TItular minero,Raura,4,3,4,4,5,5,4,4,4,4,5,5,4,4,5,4,5,4,4,4,3,4,5,4,4,4,4,4,4,Se sugiere que las actividades yv control de riesgos sean revisadas constantemente en campo 
251,Seguridad Patrimonial,13/04/2026,Supervisores,Empresa contratista,J & V Resguardo,5,5,3,4,4,4,5,5,5,5,4,5,5,5,3,4,4,4,4,4,4,4,3,4,4,5,4,5,5,
252,Seguridad Patrimonial,13/04/2026,Colaboradores,Empresa contratista,J & V Resguardo,3,4,4,5,5,4,5,4,4,5,5,5,5,4,4,4,4,5,5,4,5,4,5,5,5,5,4,4,5,
253,Seguridad Patrimonial,13/04/2026,Colaboradores,Empresa contratista,J & V Resguardo,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,El personal de sindicato baja a sus convenios para incumplir los procedimientos
254,Seguridad Patrimonial,13/04/2026,Colaboradores,Empresa contratista,J & V Resguardo,3,4,3,4,4,4,4,4,3,2,4,5,4,4,4,2,3,3,3,3,3,3,2,4,3,4,4,2,5,Realizar mejoras en el ambiente del hogar por bienestar familiar y mejorar calidad de vida 
255,Seguridad Patrimonial,13/04/2026,Colaboradores,Empresa contratista,J & V Resguardo,3,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,4,5,4,4,5,
256,Seguridad Patrimonial,13/04/2026,Colaboradores,Empresa contratista,J & V Resguardo,4,3,5,5,5,5,4,4,5,5,3,5,5,4,3,5,4,5,3,3,3,5,5,5,5,4,3,3,5,
257,Seguridad Patrimonial,13/04/2026,Colaboradores,Empresa contratista,J & V Resguardo,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,5,3,3,3,4,3,4,3,5,5,5,5,
258,Seguridad Patrimonial,13/04/2026,Colaboradores,Empresa contratista,J & V Resguardo,4,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,
259,Seguridad Patrimonial,13/04/2026,Colaboradores,Empresa contratista,J & V Resguardo,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,4,4,1,4,5,4,5,5,5,5,
